id,l0,l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,y
2326,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2327,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2328,1,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2329,2,6,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2330,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2331,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
2332,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2333,1,6,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2334,2,5,0,0,0,0,0,2,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2335,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
2336,2,5,-1,0,0,0,0,0,-1,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
2337,2,6,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2338,1,6,-2,-1,-1,-1,-1,-1,-2,-1,-2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2339,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
2340,2,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0
2341,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2342,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2343,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2344,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2345,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
2346,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2347,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2348,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2349,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2350,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
2351,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
2352,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2353,2,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2354,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1
2355,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2356,2,6,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,0
2357,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2358,2,5,0,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,1
2359,1,5,-1,2,2,2,2,-1,0,2,0,2,2,2,0.0,0.0,2,2,2,2,0
2360,2,6,-1,0,0,0,0,-1,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
2361,1,4,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,0
2362,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2363,2,6,0,2,2,2,2,2,2,2,0,2,2,2,0.0,0.0,2,2,2,2,0
2364,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2365,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2366,1,6,0,2,2,2,2,0,0,2,2,2,2,2,0.0,0.0,2,2,2,2,1
2367,2,5,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2368,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2369,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2370,2,5,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2371,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2372,1,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2373,2,4,0,0,0,0,0,0,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2374,2,6,-1,-2,-2,-2,-2,-1,-1,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2375,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2376,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2377,1,5,-1,2,2,2,2,0,0,2,1,2,2,2,0.0,0.0,2,2,2,2,1
2378,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2379,1,6,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2380,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2381,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2382,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2383,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2384,1,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2385,1,4,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2386,1,5,-1,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
2387,1,6,2,0,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0,0,0,0,1
2388,1,6,2,2,2,2,2,0,0,2,1,2,2,2,0.0,0.0,2,2,2,2,1
2389,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2390,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
2391,1,5,0,0,0,0,0,0,-2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2392,1,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2393,1,5,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,0
2394,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2395,2,5,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
2396,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2397,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2398,2,6,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
2399,2,6,0,0,0,0,0,-1,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2400,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2401,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2402,2,5,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
2403,2,6,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2404,2,5,0,0,0,0,0,-1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2405,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2406,2,6,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2407,2,6,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0.0,0.0,0,0,0,0,1
2408,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2409,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2410,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2411,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2412,2,5,0,0,0,0,0,0,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2413,2,5,0,2,2,2,2,0,0,2,0,2,2,2,0.0,0.0,2,2,2,2,0
2414,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2415,1,6,-1,0,0,0,0,0,-1,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
2416,2,5,0,2,2,2,2,0,0,2,0,2,2,2,0.0,0.0,2,2,2,2,1
2417,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2418,1,5,0,-2,-2,-2,-2,-2,-1,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2419,1,6,0,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
2420,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2421,2,6,-1,0,0,0,0,0,-2,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
2422,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2423,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2424,1,6,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2425,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2426,2,4,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2427,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2428,1,5,2,0,0,0,0,0,2,0,1,0,0,0,0.0,0.0,0,0,0,0,1
2429,2,2,-2,-2,-2,-2,-2,-1,-1,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2430,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2431,2,6,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2432,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2433,2,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2434,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2435,2,6,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0
2436,2,6,-1,0,0,0,0,0,-1,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
2437,2,4,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0
2438,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2439,1,5,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0
2440,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2441,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2442,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2443,2,6,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0
2444,2,4,2,4,4,4,4,4,4,4,3,4,4,4,0.0,0.0,4,4,4,4,1
2445,1,4,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2446,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2447,2,5,2,0,0,0,0,0,-1,0,1,0,0,0,0.0,0.0,0,0,0,0,0
2448,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2449,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2450,2,6,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,1
2451,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
2452,2,5,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,0
2453,2,4,2,2,2,2,2,2,0,2,2,2,2,2,0.0,0.0,2,2,2,2,0
2454,2,5,0,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
2455,1,4,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,0
2456,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2457,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2458,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2459,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2460,2,6,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2461,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2462,2,5,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2463,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2464,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2465,2,5,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
2466,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2467,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2468,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2469,2,4,2,3,3,3,3,3,2,3,2,3,3,3,0.0,0.0,3,3,3,3,1
2470,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2471,1,6,3,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
2472,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
2473,1,6,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0.0,0.0,0,0,0,0,1
2474,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2475,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2476,2,4,-1,-1,-1,-1,-1,-1,-2,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2477,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2478,1,5,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0
2479,2,6,-1,2,2,2,2,2,2,2,-1,2,2,2,0.0,0.0,2,2,2,2,0
2480,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2481,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2482,1,6,-1,-2,-2,-2,-2,-1,2,-2,-1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2483,2,6,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2484,2,4,2,2,2,2,2,2,-2,2,-1,2,2,2,0.0,0.0,2,2,2,2,0
2485,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2486,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2487,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2488,1,5,0,2,2,2,2,0,0,2,0,2,2,2,0.0,0.0,2,2,2,2,1
2489,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2490,2,5,2,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
2491,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
2492,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2493,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2494,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
2495,1,3,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2496,2,5,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,1
2497,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2498,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2499,2,4,2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
2500,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2501,2,5,0,0,0,0,0,0,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2502,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2503,1,5,0,0,0,0,0,0,-2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2504,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2505,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2506,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2507,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2508,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2509,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2510,1,4,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2511,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2512,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1
2513,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
2514,1,4,7,5,5,5,5,4,3,5,1,5,5,5,0.0,0.0,5,5,5,5,1
2515,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2516,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2517,1,6,-2,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2518,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2519,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2520,1,5,-1,-1,-1,-1,-1,-1,-2,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2521,2,4,0,-1,-1,-1,-1,-2,-1,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2522,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2523,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2524,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2525,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2526,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2527,2,5,0,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,1
2528,1,6,2,2,2,2,2,3,2,2,1,2,2,2,0.0,0.0,2,2,2,2,1
2529,2,5,2,2,2,2,2,0,0,2,2,2,2,2,0.0,0.0,2,2,2,2,0
2530,2,5,-2,-2,-2,-2,-2,-1,2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2531,2,5,2,2,2,2,2,2,0,2,2,2,2,2,0.0,0.0,2,2,2,2,0
2532,1,6,-1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2533,1,6,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0
2534,1,5,0,2,2,2,2,0,0,2,0,2,2,2,0.0,0.0,2,2,2,2,1
2535,2,4,2,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,1
2536,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2537,2,4,2,2,2,2,2,4,3,2,2,2,2,2,0.0,0.0,2,2,2,2,1
2538,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2539,2,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2540,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2541,2,5,2,7,7,7,7,7,7,7,3,7,7,7,0.0,0.0,7,7,7,7,1
2542,2,6,0,0,0,0,0,0,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2543,2,6,2,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,1
2544,2,5,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,0
2545,1,6,0,0,0,0,0,0,-2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2546,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
2547,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2548,1,5,-1,2,2,2,2,0,0,2,-1,2,2,2,0.0,0.0,2,2,2,2,1
2549,1,6,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
2550,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2551,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2552,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2553,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2554,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2555,1,6,2,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
2556,1,5,2,7,7,7,7,7,6,7,2,7,7,7,0.0,0.0,7,7,7,7,1
2557,2,5,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,1
2558,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2559,1,4,0,2,2,2,2,2,2,2,0,2,2,2,0.0,0.0,2,2,2,2,1
2560,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2561,2,5,-1,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
2562,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2563,1,4,0,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
2564,1,4,0,0,0,0,0,0,-2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2565,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2566,2,6,0,0,0,0,0,0,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2567,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
2568,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0
2569,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2570,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2571,2,6,0,0,0,0,0,0,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2572,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2573,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2574,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
2575,1,5,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
2576,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2577,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2578,2,6,0,0,0,0,0,-2,-2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2579,1,5,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,0
2580,2,6,0,0,0,0,0,-1,-1,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
2581,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
2582,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
2583,2,5,-1,-2,-2,-2,-2,-1,-1,-2,-1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
